gene	C100	C141	C142	C143	C144	C145	C146	C148	C149	C152	C51	C52
IGKV3D-25	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-24	0	0	0	0	0	0	0	0	4	0	0	0
IGKV2D-23	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-22	0	0	0	0	0	0	0	0	0	0	0	0
IGKV6D-21	0	0	0	2	0	0	0	0	0	0	0	0
IGKV3D-20	0	0	0	13	0	18	0	0	0	2	0	0
IGKV2D-19	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-18	0	0	0	1	0	0	0	0	0	0	0	0
IGKV6D-41	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-17	0	0	0	0	0	7	0	0	0	6	0	0
IGKV1D-16	0	0	0	18	0	1	0	0	0	7	0	0
IGKV3D-15	0	0	0	6	0	0	0	32	0	11	0	0
IGKV2D-14	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-13	0	0	0	20017	0	1	0	5	0	2	0	0
IGKV1D-12	0	4	0	50	0	13	0	0	9	156	0	0
IGKV3D-11	0	4	0	11	0	11	0	98	6	130	0	0
IGKV2D-10	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-42	0	0	0	69	0	0	0	0	0	0	0	0
IGKV1D-43	0	0	0	45	0	0	0	0	0	0	0	0
IGKV1D-8	0	6	0	1	0	0	0	1	0	1435	0	0
IGKV3D-7	0	0	0	2	0	0	0	0	0	174	0	0
IGKV1OR2-118	0	0	0	127	0	0	0	0	0	0	0	0
AC233263.6	0	3	1	0	0	2	0	0	1	0	9	1
AC233266.2	0	0	0	2	0	0	0	0	0	0	0	0
IGKV1OR2-1	0	0	0	7	0	0	0	0	0	5	0	0
AL845331.2	0	1	0	2	1	0	0	0	0	0	0	0
ANKRD20A8P	2	3	7	17	2	5	10	1	4	4	1	3
TEKT4	0	77	124	111	9	145	121	90	47	19	22	33
AC103563.7	0	2	1	2	0	0	0	0	2	0	0	0
MAL	58	354	630	944	4	233	16	41	223	131	42	119
AC103563.2	0	0	0	0	0	0	0	0	0	0	0	0
MRPS5	1507	2476	2598	7629	124	2437	312	847	482	1236	2174	1262
ZNF514	231	170	183	148	4	133	34	57	63	82	235	129
ZNF2	107	168	166	163	3	56	7	27	18	26	139	48
AC092835.1	14	65	52	18	1	7	5	4	4	9	13	4
PROM2	3	20	16	90	5	72	1	324	79	61	0	3
KCNIP3	0	1	3	3	0	2	1	6	2	1	0	1
FAHD2A	479	1002	1075	1055	45	274	37	183	107	369	764	441
TRIM43B	0	0	0	0	0	0	0	0	0	0	0	0
AC009237.14	7	63	100	58	5	33	18	28	28	22	8	7
AC009237.15	3	3	5	2	0	1	1	0	1	1	4	4
TRIM43	0	0	0	0	0	0	0	0	0	0	0	0
AC008268.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00342	138	187	148	364	11	278	55	877	339	731	74	38
ANKRD36C	213	557	502	1066	31	355	316	1335	770	1177	111	68
GPAT2	77	37	37	342	4	106	6	60	18	242	85	29
ADRA2B	2	0	2	19	0	1	1	6	5	1	1	4
ASTL	0	2	3	8	0	2	0	6	4	0	0	0
DUSP2	96	1558	1184	11231	164	1143	672	1278	1395	472	221	75
AC012307.1	0	0	0	0	0	0	0	0	0	0	0	0
STARD7	2322	4541	3882	6262	158	1775	205	987	500	1295	2479	1393
TMEM127	1691	2473	2020	4781	99	2362	251	711	628	592	1538	720
CIAO1	931	2614	2552	4190	122	1197	171	627	492	994	1174	468
SNRNP200	1194	2618	1923	4531	161	1532	235	783	507	978	898	449
AC021188.1	6	79	54	55	13	25	5	9	32	27	3	1
ITPRIPL1	42	88	77	250	16	52	9	22	37	108	13	0
NCAPH	25	85	100	919	21	95	5	54	32	582	34	4
NEURL3	1	534	160	1291	16	137	605	70	44	47	5	0
AC013270.1	2	9	8	31	0	11	2	1	6	1	5	2
ARID5A	930	4417	3652	15934	280	3291	916	2145	1229	654	1040	443
KANSL3	350	936	865	1953	45	841	163	342	262	286	305	162
FER1L5	0	22	20	6	0	25	20	23	7	7	3	1
LMAN2L	170	307	316	449	15	227	40	99	90	121	208	117
CNNM4	147	285	344	736	12	409	72	175	94	78	127	97
CNNM3-DT	3	2	1	3	0	2	0	0	3	1	5	0
CNNM3	99	128	150	228	12	76	16	67	44	75	64	30
ANKRD23	13	12	13	25	1	25	5	8	14	13	8	7
ANKRD39	254	702	646	1616	37	401	55	264	186	504	483	193
SEMA4C	24	50	37	68	1	52	26	69	44	34	7	4
FAM178B	0	9	7	1	1	5	1	8	1	1	1	1
IGKV2OR2-1	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-2	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-3	0	0	0	0	0	0	0	0	0	0	0	0
FAHD2B	116	294	361	241	12	62	15	125	49	220	243	83
ANKRD36	278	464	452	571	21	171	25	100	155	430	182	126
AC159540.2	0	0	0	0	0	0	0	0	0	1	0	0
AC159540.1	0	0	0	0	0	0	0	0	1	0	0	0
IGKV1OR2-9	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-10	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-7D	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3OR2-5	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-6	0	0	0	0	0	0	0	0	0	1	0	0
IGKV2OR2-7	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2OR2-8	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1OR2-11	0	0	0	0	0	0	0	0	0	0	0	0
AC092683.1	119	156	167	160	10	103	56	129	74	154	56	42
AC092683.2	0	0	0	2	1	1	0	1	0	2	0	0
ANKRD36B	164	387	329	409	54	116	45	102	130	258	99	70
COX5B	12531	32699	30207	58326	1300	22196	2222	8861	6039	9565	26587	14880
ACTR1B	357	1140	949	1517	71	376	96	434	232	364	563	273
C2orf92	44	44	61	39	4	30	28	25	16	16	33	24
ZAP70	119	1255	995	2791	140	308	61	187	428	650	35	0
TMEM131	929	1784	1591	3645	61	1526	144	544	264	506	841	572
VWA3B	2	274	388	152	29	389	183	235	37	67	17	21
AC092675.1	0	0	0	0	0	0	0	0	0	0	0	0
CNGA3	0	2	5	1	0	7	12	3	1	2	0	0
INPP4A	949	1454	1264	1894	82	623	94	182	199	546	702	403
COA5	937	2665	2702	3523	130	1695	166	621	478	812	1332	716
UNC50	2335	2200	2518	4093	111	1605	216	838	515	841	1674	1044
MGAT4A	2661	4752	3329	8193	161	4796	228	963	931	526	1648	1181
AC109826.1	126	1005	396	369	30	305	28	44	74	48	372	156
KIAA1211L	66	395	328	407	36	509	145	253	162	75	85	64
TSGA10	36	270	297	364	28	259	115	211	46	90	87	38
C2orf15	18	12	12	14	1	9	1	14	9	8	12	7
AC079447.1	4	0	0	4	0	1	1	1	0	0	1	1
LIPT1	154	354	331	294	29	124	26	53	43	63	231	143
AC092587.1	25	14	7	10	0	9	1	2	0	5	86	36
MITD1	1151	1826	1558	5343	130	2090	328	361	409	967	1585	940
MRPL30	442	586	480	794	46	415	63	131	98	230	567	387
LYG2	20	1	0	0	0	1	0	0	1	1	9	3
LYG1	10	11	11	50	0	14	6	9	10	7	4	6
TXNDC9	1243	1628	1803	2946	79	1396	115	531	567	932	1690	626
EIF5B	3271	7326	6141	11505	379	5699	632	2025	856	2123	7878	4820
REV1	621	932	817	1699	78	783	159	309	257	294	400	269
AC018690.1	4	4	6	15	1	10	2	5	2	6	4	0
AFF3	25	98	55	73	6	22	3	7	3	2	4	2
AC092667.1	0	0	1	0	0	0	0	0	0	1	0	0
LINC01104	0	0	0	0	0	0	0	0	0	0	1	0
LONRF2	0	16	16	5	1	23	6	15	6	13	1	2
CHST10	16	22	17	32	4	18	3	14	14	32	6	2
NMS	0	0	0	0	0	0	0	0	0	0	0	0
PDCL3	1032	2165	2406	4166	113	1894	134	946	532	892	1232	556
LINC01849	0	0	1	1	0	0	0	1	0	0	0	0
LINC01868	0	0	0	0	0	0	0	0	0	0	0	0
AC092168.1	0	0	0	0	0	0	0	0	0	0	0	0
NPAS2	37	17	37	71	4	60	17	179	65	116	37	4
AC016738.2	0	0	0	0	0	0	1	0	0	0	0	0
AC016738.1	0	1	0	10	0	0	0	0	0	3	0	0
RPL31	10629	29439	24775	51129	1481	16380	2070	10259	5793	12310	96587	65445
TBC1D8	75	860	574	1994	31	621	267	488	322	146	85	53
TBC1D8-AS1	23	57	27	23	3	14	8	10	1	8	25	21
CNOT11	606	582	462	1663	31	857	74	349	213	493	357	207
RNF149	11201	11136	15007	21450	314	8572	947	2886	1750	1694	9606	4563
CREG2	5	47	63	15	4	7	0	2	3	10	15	16
RFX8	2	2	3	23	0	11	27	11	1	16	1	7
LINC01870	0	0	0	1	0	0	0	0	0	0	0	0
MAP4K4	1095	1215	899	4047	85	1525	448	599	304	540	589	354
LINC01127	9	95	56	449	0	184	17	34	28	22	5	8
IL1R2	67	118	67	19095	31	6290	684	3133	3321	1663	21	3
IL1R1	290	101	116	712	9	628	148	490	373	300	50	29
AC007271.1	0	0	0	0	0	0	0	0	0	0	0	0
IL1RL2	9	3	2	19	0	13	1	41	17	21	1	0
IL1RL1	16	11	3	636	2	6	50	260	419	1030	3	0
IL18R1	78	254	232	674	38	172	55	68	223	144	8	2
IL18RAP	24	198	177	455	36	128	30	52	79	88	7	0
SLC9A4	1	0	0	4	0	2	2	34	4	5	0	2
SLC9A2	0	2	5	3	1	1	1	22	6	7	0	0
MFSD9	116	212	228	305	14	141	19	101	70	126	116	52
TMEM182	58	121	98	83	1	43	3	31	30	51	40	20
LINC01796	0	0	0	0	0	0	0	0	0	0	0	0
LINC01935	0	0	0	0	0	0	0	0	0	0	0	0
AC108051.1	0	1	0	0	0	0	0	0	0	0	0	0
AC073987.1	0	0	0	0	0	0	0	0	0	0	0	0
AC013727.1	0	0	0	0	0	0	0	0	0	0	0	0
AC013727.2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01965	0	0	0	0	0	0	0	1	0	0	0	0
AC096554.1	0	0	0	0	0	0	0	0	0	0	0	0
AC068535.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01831	0	0	0	0	0	0	0	0	0	0	0	0
LINC01102	0	0	0	0	0	1	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0	0	0	0	0	0	0
AC013402.2	0	0	0	0	0	0	0	0	0	0	0	0
AC013402.3	0	0	0	0	0	0	0	0	0	0	0	0
AC013402.1	0	0	0	0	0	0	0	0	0	0	0	0
AC068057.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01114	8	4	2	1	0	0	0	1	0	0	1	0
POU3F3	0	0	0	0	0	0	0	0	0	0	0	0
AC018730.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010884.1	0	0	1	0	0	0	0	0	0	2	0	0
MRPS9	432	764	715	950	38	411	50	169	120	446	528	267
AC104655.1	0	4	1	5	0	1	0	0	1	2	0	0
LINC01918	0	18	6	30	0	11	0	1	6	3	0	0
GPR45	0	0	0	0	0	0	0	0	0	0	0	0
AC012360.2	11	2	3	3	0	8	0	0	0	1	6	3
TGFBRAP1	346	423	387	726	18	398	30	151	95	83	262	95
AC012360.1	2	1	0	8	1	2	2	3	3	1	2	0
AC012360.3	56	78	43	227	4	72	40	44	22	123	50	58
C2orf49	569	911	850	1687	50	897	164	242	227	330	761	435
FHL2	4	31	31	830	3	58	83	941	886	725	4	7
AC108058.1	0	3	2	6	1	1	0	0	2	4	0	0
NCK2	210	280	243	825	37	311	85	328	213	162	128	33
AC010978.1	2	2	3	3	1	2	1	1	1	1	0	0
AC009505.1	0	0	0	0	0	0	0	0	0	0	0	0
C2orf40	0	1358	1389	429	124	453	118	672	200	289	46	69
UXS1	930	1182	1386	3087	52	684	200	522	285	418	1181	552
AC018878.1	0	0	0	0	0	0	0	0	0	0	0	0
RGPD3	7	1	5	2	0	1	0	0	1	0	0	1
CD8B2	6	79	132	186	12	23	4	3	9	56	0	0
AC108868.1	20	68	74	19	3	10	0	4	0	3	56	16
ST6GAL2	0	0	0	1	1	3	0	1	0	0	0	0
AC016994.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01789	0	0	0	0	0	1	0	0	0	0	0	0
AC096669.1	0	0	0	1	0	0	0	0	0	0	0	0
LINC01885	0	0	0	0	0	0	0	0	0	0	0	0
LINC01886	0	0	0	0	0	0	0	0	0	0	0	0
GACAT1	0	0	0	0	0	0	0	0	0	0	0	0
RGPD4-AS1	0	1	0	0	0	0	0	0	6	0	0	0
RGPD4	0	1	1	2	0	1	1	1	1	2	0	0
SLC5A7	0	0	0	1	0	0	0	1	0	1	0	0
LINC01593	0	0	0	0	0	0	0	0	0	0	0	0
LINC01594	0	0	0	0	0	0	0	0	0	0	0	0
SULT1C3	0	0	0	0	0	0	0	0	0	0	0	0
SULT1C2	171	171	28	52	25	69	21	33	10	11	108	62
SULT1C4	1	10	2	4	0	0	0	3	1	1	1	0
GCC2	3273	6088	5987	5914	227	3084	471	1031	956	1074	2779	1962
GCC2-AS1	3	68	53	154	3	32	14	19	8	31	6	0
LIMS1	3849	5897	5806	30687	312	12440	1525	3829	1118	2392	2760	1405
LIMS1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RANBP2	2118	2617	2271	4737	120	1883	359	839	484	1123	1193	879
CCDC138	32	131	156	160	10	113	22	63	27	77	13	20
EDAR	0	1	0	1	0	1	0	2	0	0	0	0
SH3RF3-AS1	0	1	1	8	0	3	0	1	2	3	0	0
SH3RF3	0	28	55	131	5	61	13	24	15	8	2	6
SEPT10	1108	1275	1516	1705	54	745	91	324	327	260	921	513
SOWAHC	915	317	457	657	12	272	53	193	211	160	784	396
AC074387.1	0	0	0	0	0	0	0	0	0	0	0	0
RGPD5	489	19	22	59	4	26	6	6	19	15	128	42
LIMS3	0	1	2	0	0	0	0	1	0	0	0	1
AC013271.1	4	3	8	13	0	9	2	5	16	12	4	1
LINC01123	3	7	18	11	0	6	6	22	12	6	5	2
MALL	9	38	99	858	6	197	79	1456	1022	903	11	2
NPHP1	74	294	368	180	10	332	129	338	70	88	203	110
SMIM37	2518	6098	6767	11029	277	4175	576	1795	941	1677	4750	2156
LINC01106	12	6	3	7	1	8	4	10	6	9	7	4
AC112229.3	0	0	0	0	0	0	0	2	0	1	0	0
LIMS4	0	0	0	0	0	0	0	0	0	0	0	0
AC112229.2	0	0	0	0	0	0	0	0	0	0	0	0
RGPD6	5	1	1	0	0	0	0	1	0	0	4	2
AC226101.1	0	0	0	0	0	0	0	0	0	0	0	0
BUB1	61	248	185	959	11	123	20	48	37	821	47	20
AC114776.1	0	0	0	2	0	1	0	0	0	0	0	0
ACOXL	2	9	4	36	0	7	1	9	2	27	0	0
MIR4435-2HG	499	1895	1751	15082	107	2735	821	2043	1453	3638	1009	538
ACOXL-AS1	0	1	0	1	0	0	1	1	0	0	0	0
BCL2L11	380	562	800	2247	39	539	141	242	455	660	320	166
AC108463.2	0	0	0	0	0	0	0	0	0	0	0	0
AC108463.3	21	24	9	48	0	4	0	6	2	29	6	4
AC068491.2	0	1	0	3	0	0	0	0	0	2	0	0
AC068491.3	24	9	11	73	0	18	9	16	17	36	17	7
AC017002.5	0	0	0	0	0	0	2	0	0	0	0	0
AC017002.3	15	74	63	1322	4	111	9	40	59	154	20	1
AC017002.1	0	26	22	180	0	22	7	146	40	87	0	0
AC017002.2	0	0	0	0	0	0	1	0	0	0	0	0
ANAPC1	296	731	584	1377	47	580	178	229	192	446	202	120
MERTK	56	380	324	2392	15	2173	175	490	408	240	17	20
TMEM87B	660	1325	1343	3364	88	1506	165	721	359	596	391	207
FBLN7	10	42	67	556	3	30	10	44	51	9	9	0
ZC3H8	325	642	599	1157	56	642	126	227	251	351	373	238
ZC3H6	843	1495	1301	1172	67	483	294	186	166	151	712	460
RGPD8	73	55	62	94	4	36	8	16	15	20	37	24
TTL	932	531	720	1857	40	822	95	249	99	215	757	385
POLR1B	132	447	308	455	17	166	19	128	50	121	107	50
CHCHD5	2534	3743	3019	5991	131	2450	239	1152	637	1469	3873	2345
AC012442.1	0	5	1	1	0	1	0	1	0	0	3	0
AC079922.2	138	181	209	310	12	135	59	44	54	44	102	56
SLC20A1	1357	1527	1337	4748	98	2451	539	1073	602	1064	796	403
NT5DC4	28	25	28	23	1	9	11	5	6	3	28	13
CKAP2L	22	93	68	561	7	58	5	35	6	307	31	7
IL1A	442	512	559	83	10	25	16	17	17	85	332	263
IL1B	1764	4178	3419	7456	130	3255	1681	1490	2702	4721	1316	635
IL37	12	1	3	16	0	2	0	2	0	1	5	9
IL36G	5	13	25	15	0	7	4	3	1	8	0	1
IL36A	0	5	3	4	0	6	0	0	0	0	0	0
IL36B	3	2	0	12	1	4	6	2	0	3	0	2
IL36RN	1	3	5	29	0	7	6	5	1	2	0	0
IL1F10	0	0	0	0	0	0	1	0	0	0	0	0
IL1RN	1647	28611	14044	233343	1457	39822	9028	28699	5594	4512	1944	758
PSD4	494	1399	1281	1974	97	693	91	373	267	425	409	212
AC016683.1	0	3	1	2	0	0	1	0	1	4	0	0
PAX8	56	605	1003	1238	38	314	120	166	214	85	339	119
IGKV1OR2-108	0	10	1	61	0	0	0	0	0	22	0	0
AC016745.1	0	28	15	8	1	1	2	2	2	5	0	0
AC016745.2	64	154	56	165	4	56	15	33	14	47	48	32
CBWD2	212	3999	2796	17219	218	4278	707	1613	1292	1206	644	368
FOXD4L1	1	27	3	28	0	5	1	9	2	2	0	0
LINC01961	0	0	0	0	0	0	0	0	0	0	0	0
PGM5P4-AS1	1	0	0	0	0	0	0	0	0	0	0	1
FAM138B	0	0	1	0	0	0	0	0	1	0	0	2
RABL2A	286	323	200	152	17	381	133	157	67	92	213	149
AC017074.2	0	0	0	0	0	0	0	0	0	0	0	0
AC017074.1	0	2	8	8	0	5	1	0	0	1	0	0
SLC35F5	789	1093	857	2815	54	1157	111	621	227	367	526	264
AC104653.2	0	1	1	3	0	1	1	0	0	0	1	0
AC104653.1	5	10	18	10	1	10	13	3	2	9	2	32
AC110769.2	81	185	70	430	2	60	33	31	42	68	42	35
ACTR3	12032	14112	12659	41864	696	14190	1579	5140	2556	6315	7356	3839
LINC01191	13	8	7	34	0	13	11	10	4	7	31	5
AC110769.1	3	1	1	1	0	0	2	1	1	0	1	0
AC010982.1	0	0	0	0	0	0	0	0	0	0	0	0
DPP10	0	1	3	3	0	1	4	10	2	5	0	0
DPP10-AS3	0	0	0	0	0	0	0	0	0	0	0	0
DPP10-AS2	0	0	0	0	0	0	0	0	0	0	0	0
DPP10-AS1	0	0	0	0	0	2	1	7	1	3	0	0
AC009312.1	0	0	0	0	0	0	0	0	0	0	0	0
DDX18	2976	6429	5466	7970	277	4045	375	1410	660	1805	5433	3791
AC009404.1	22	15	13	69	2	18	10	10	11	33	30	6
CCDC93	495	1056	1148	4110	66	1426	378	365	317	405	522	334
AC009303.2	0	6	2	59	0	38	11	0	1	2	0	0
AC009303.3	0	0	0	0	0	2	0	0	0	0	0	0
INSIG2	657	688	547	1450	26	576	79	215	193	310	500	290
AC093901.1	3	2	7	11	2	14	7	7	2	12	1	4
LINC01956	0	0	0	0	0	0	0	0	0	0	0	0
EN1	0	0	0	0	0	1	0	0	0	0	0	0
MARCO	41415	53183	70322	14641	771	13271	389	2674	1013	1654	94723	30106
AC013457.1	681	83	2136	216	151	59	3	51	0	5	4	220
C1QL2	1	3	0	0	0	1	1	1	2	3	1	0
STEAP3	221	726	869	527	23	239	60	279	57	68	397	168
STEAP3-AS1	1	3	2	1	0	2	1	1	0	0	1	1
C2orf76	573	387	390	795	20	263	36	139	70	219	630	385
DBI	9317	16295	19081	50366	1024	14781	2010	6886	3228	6961	23917	10312
TMEM37	33	256	238	315	30	191	20	231	93	34	160	100
SCTR	0	0	1	7	0	0	0	2	0	0	0	0
AC013275.1	0	0	0	0	0	0	0	0	0	0	0	0
CFAP221	1	222	279	77	25	364	115	172	57	48	12	17
TMEM177	67	272	300	133	8	74	15	59	40	55	108	58
PTPN4	347	734	708	1002	69	271	61	122	245	261	210	109
EPB41L5	65	161	136	265	13	65	68	166	106	106	73	57
AC012363.1	0	10	7	56	2	21	7	8	3	3	0	0
TMEM185B	211	924	775	1601	37	645	97	373	166	191	238	153
RALB	1122	3183	2439	8555	100	2892	350	1001	615	585	1267	605
AC012363.2	0	0	0	0	0	1	0	0	0	0	0	0
INHBB	1	58	49	47	5	80	29	31	72	37	1	9
AC073257.2	0	1	0	0	0	0	2	1	3	0	0	0
AC073257.1	0	0	0	0	0	0	0	0	0	0	0	0
AC018866.1	0	0	0	0	0	0	0	0	1	0	0	0
GLI2	0	5	2	10	0	11	1	22	1	6	1	0
AC017033.1	0	0	0	0	0	0	0	0	0	0	0	0
AC067960.1	0	0	0	0	1	0	0	0	0	0	0	0
AC079988.1	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2L1	172	195	200	193	18	70	17	222	128	69	182	132
CLASP1	285	527	478	1139	38	505	86	242	200	246	208	133
AC012447.1	0	1	2	16	0	6	0	6	5	29	0	0
NIFK-AS1	188	391	360	552	23	164	65	55	71	172	250	160
NIFK	1841	2988	2702	4107	96	2035	179	766	478	1296	1661	926
TSN	1170	1470	1432	2325	85	953	94	444	273	749	1191	570
LINC01823	0	0	0	0	0	0	1	0	0	0	0	0
AC062020.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01826	0	0	0	0	0	0	0	0	0	0	0	0
AC073409.1	0	0	0	0	0	0	0	1	0	0	0	0
AC079154.1	0	0	0	0	0	0	0	0	0	0	0	0
CNTNAP5	0	0	0	0	0	0	1	0	0	0	0	0
LINC01889	0	0	0	0	0	4	0	5	0	0	0	0
LINC01941	0	0	0	0	0	0	0	0	0	0	0	0
AC023347.1	0	0	0	1	0	0	0	0	0	0	0	0
GYPC	7704	13818	13309	16820	357	2283	460	1194	1081	2873	12604	5300
TEX51	0	0	0	0	0	0	0	0	0	0	0	0
AC012508.2	0	0	0	0	0	0	0	0	1	0	0	0
AC012508.1	0	0	0	2	0	0	0	0	1	0	0	0
BIN1	430	2301	2036	3712	115	1010	113	449	563	713	717	224
CYP27C1	0	2	1	1	0	0	1	4	4	6	1	1
ERCC3	308	1002	1009	1389	56	562	77	325	217	348	386	201
MAP3K2	2863	2602	2491	5987	100	3239	419	892	422	682	1668	986
AC068282.1	18	5	34	24	0	6	15	3	2	9	30	11
PROC	7	24	11	21	3	17	7	12	0	4	4	0
IWS1	815	1885	1739	3725	79	1260	204	510	340	670	827	518
AC010976.1	2	2	1	10	0	15	1	1	2	3	0	0
MYO7B	72	588	415	122	4	36	3	7	4	3	90	50
AC010976.2	2	2	2	0	0	2	0	0	0	5	3	18
LIMS2	7	35	136	204	18	34	3	14	14	41	74	122
GPR17	0	0	0	2	0	1	0	0	0	0	0	0
WDR33	1477	2239	1965	3667	111	1710	243	675	486	1149	1145	621
SFT2D3	218	166	132	257	11	157	18	74	47	91	114	52
POLR2D	398	1016	792	1543	41	468	107	312	228	749	354	152
AMMECR1L	258	262	284	864	15	321	42	155	115	144	212	123
AC012306.2	84	113	100	234	7	120	44	69	37	42	152	72
SAP130	198	595	540	1147	37	433	56	176	120	191	196	102
UGGT1	915	890	772	1868	36	716	94	312	210	502	743	432
HS6ST1	91	189	178	610	12	269	42	165	101	103	76	46
AC012451.1	0	0	0	0	0	0	0	0	0	0	0	0
AC068483.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01854	0	0	0	0	0	1	0	0	0	0	0	0
LINC02572	0	2	0	4	0	1	3	1	0	3	1	0
LINC01856	0	0	0	0	0	1	0	1	0	0	0	0
RAB6C	0	0	0	0	0	0	1	0	1	1	1	0
POTEF	0	0	0	0	0	0	0	0	0	0	0	0
AC018865.1	0	0	0	0	0	0	0	0	0	0	0	0
CCDC74B	1	144	196	107	16	188	73	248	45	34	5	6
SMPD4	233	755	643	1542	41	616	120	367	186	365	155	101
MZT2B	3701	3846	3510	8209	274	2654	329	1665	764	3618	7010	2866
TUBA3E	1	0	0	0	0	0	0	0	0	0	0	0
CCDC115	2091	3606	3352	2561	105	995	131	413	335	479	2929	1276
IMP4	1449	2707	2518	4278	113	1306	175	801	441	1459	1791	871
PTPN18	2318	3133	3092	4508	125	2056	167	734	523	784	1989	1048
POTEI	0	5	7	2	0	1	1	2	0	0	0	0
AC013269.2	0	0	0	0	0	0	0	0	0	0	0	0
CFC1B	0	0	0	0	0	0	0	0	0	0	0	0
AC013269.1	0	0	0	0	0	0	0	0	0	0	0	0
PRSS40B	0	0	0	0	0	0	0	0	0	0	0	0
PRSS40A	1	0	0	1	0	3	2	0	1	0	2	0
AC140481.2	0	0	0	0	0	0	0	0	0	0	0	0
CFC1	0	1	0	0	0	1	1	0	0	0	0	0
POTEJ	0	0	0	1	0	0	1	0	0	2	0	0
GPR148	0	0	0	0	0	0	0	0	0	0	0	0
AC140481.1	0	0	0	0	0	0	0	0	0	0	0	0
AMER3	0	0	0	0	0	0	0	0	0	0	0	0
AC133785.1	0	0	0	0	0	0	1	1	0	1	0	0
ARHGEF4	1	23	27	20	1	23	31	40	13	16	3	1
AC009477.2	0	0	0	0	0	0	0	0	0	0	0	0
FAM168B	433	655	589	1807	44	584	140	334	176	374	514	398
PLEKHB2	4074	5989	5773	20672	236	7848	1167	2166	1205	1584	4764	2547
POTEE	1	0	2	1	0	0	0	1	1	1	7	4
RAB6D	0	0	0	1	0	1	0	1	0	0	1	0
AC073869.5	0	0	2	3	0	1	1	0	0	2	0	0
LINC01120	0	0	0	0	0	0	0	0	0	0	0	0
AC073869.3	0	5	3	5	0	2	1	1	1	4	0	1
MZT2A	1387	3400	2993	10081	245	1512	262	1394	901	2614	2296	1088
TUBA3D	1	0	0	0	0	0	0	0	0	0	0	0
CCDC74A	2	226	303	358	23	439	129	486	82	85	14	11
LINC01087	0	0	1	1	0	0	0	0	0	0	0	0
C2orf27B	0	8	15	7	0	8	0	5	4	3	6	2
AC103564.1	0	0	0	1	1	0	0	0	1	1	0	0
AJ239322.2	0	0	0	0	0	0	0	0	0	0	0	0
AJ239322.1	0	2	5	8	0	9	1	3	5	2	0	0
LINC01945	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD30BL	0	1	0	1	0	0	0	0	0	0	0	0
AC097532.1	0	0	0	0	0	0	0	0	0	0	0	0
AC097532.2	4	4	8	6	0	2	2	1	0	1	2	4
GPR39	2	5	2	18	0	16	3	30	21	17	4	0
LYPD1	1	7	1	21	0	0	0	20	3	2	4	0
AC010974.1	0	0	0	1	0	0	0	0	0	0	0	0
NCKAP5	29	8	6	8	0	11	3	13	2	0	12	5
AC016909.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010890.1	0	6	5	1	0	5	2	6	0	0	0	0
AC011243.1	0	0	0	0	0	0	0	0	0	0	0	0
MGAT5	528	1218	1302	1399	62	472	107	294	187	143	878	433
TMEM163	33	24	19	83	7	29	20	18	21	41	16	1
CCNT2-AS1	36	48	44	85	1	29	3	17	8	16	16	13
ACMSD	0	0	0	0	0	0	0	0	0	1	0	0
CCNT2	936	1370	1172	2769	67	997	205	324	221	325	447	344
MAP3K19	1	171	275	75	26	289	79	165	49	33	6	8
RAB3GAP1	1327	2349	1925	5022	113	2231	244	690	397	539	921	469
ZRANB3	59	108	90	111	10	68	6	18	13	72	56	32
R3HDM1	480	1014	906	1300	53	437	55	238	134	517	400	239
UBXN4	4028	6953	7734	17544	423	6585	774	2793	2000	4310	4263	2514
LCT	0	0	0	1	0	2	1	0	1	4	0	0
AC011893.1	0	20	16	28	1	7	0	1	0	7	0	0
MCM6	305	538	510	1737	41	342	35	113	96	758	221	124
DARS	2410	3773	3443	5564	143	2990	333	1031	906	1513	2841	1142
